src_port,dst_port,protocol,packet_rate,byte_rate,avg_pkt_size,flow_duration_ms,total_pkts,total_bytes,syn_cnt,ack_cnt,fin_cnt,rst_cnt,psh_cnt,urg_cnt,unique_dst_ips,unique_dst_ports,iat_mean_ms,iat_std_ms,payload_entropy,tcp_win_sz,icmp_type,label
14081,48316,6,84.8292602240088,80084.58850960157,743.9875662640738,5848.731904764775,27.339973265766208,71323.19594989413,9.675480217583273,208.7003935103922,7.714050420811599,1.2132738353772372,8.090573960992918,0.3073927695018826,10.736326507814555,2.886865871929066,22.62277389386235,118.9475729128732,3.457315338109134,30737.54344467252,-1,0
62839,5963,6,61.63560467744702,202077.75049115336,534.1747606167635,1846.0982156572743,59.20334588452996,93944.8343055323,27.356572961822447,264.6642872879378,13.756712064148145,3.655770869117589,23.37121770374039,0.4200051191132315,1.1821735357650451,2.2105480421842616,78.91916980570555,18.036323290903375,3.90669714784481,36600.98307014865,-1,0
36953,443,6,74.7196668834066,43366.58326971806,591.6972266853602,2812.494403481233,2.174130482129427,1230258.8345719806,39.69050928609177,398.03686566458464,63.83343980678893,7.933920923884488,178.4068681229203,0.07459034065978658,2.153366568522773,2.894893719961129,0.8528364808488597,50.60413833459898,3.821048693908453,29902.36993586137,-1,0
54964,23292,17,24.991447882804927,128575.00727864115,576.6874051423617,3886.6696155944514,13.994435294978633,109126.44158104112,14.993821704089589,124.65061516467738,15.259169735301786,30.61642154258902,64.4620279493167,0.007327785226483831,5.4709741724138095,11.546141605498917,22.06829809944884,20.499030270846802,3.1550588105556088,42559.72566229237,-1,0
16246,80,6,1139.4859457809407,81967.54169712526,822.3226436835946,919.9304833362522,140.5471098126983,518990.74750667514,270.1568402010697,25.675284440557682,0.5409902980765472,7.480443716349347,98.48705154049031,0.4605958546903076,3.250143505009568,7.626040291984994,0.2693499200397998,1.5193981697074266,2.5091549194892258,666.241612889371,-1,1
38196,443,6,13.53716188960731,12025.253436232817,173.06745567089894,3907.5778967852734,1.130644770072884,1236989.8421215413,8.991655212925739,44.462904482247964,4.668734562918905,18.0539217460143,39.92693943318504,0.8961217649489681,1.0443926068534615,10.287553837674412,17.93440366342078,13.115028607040434,5.594248303944835,65535.0,-1,0
34496,22398,17,63.051093112781885,22069.942852937034,505.6165510013743,2607.960907097279,50.34841122187618,1970238.664598068,0.5632351188120175,197.75424030845892,61.20970314839781,2.3535062640441544,131.13208976300237,0.3403148499082164,1.0,5.075810019261926,83.49186239817914,28.085512821840435,5.153473015746682,50024.376030448126,-1,0
10151,8080,17,50.36114758075626,158109.65032730927,412.6387207700454,3784.7403284042825,270.35137796599815,162584.05381223984,1.6077421611358695,69.35419502002344,41.104083670692795,47.987876366510264,74.23184954442902,2.9444846786750403,1.0,1.0491646294918782,6.779701746298351,1.1567973524011235,3.9491128637454036,0.0,-1,1
50257,25,17,83.38297521969106,100169.60970256648,606.6946490758901,514.4530977369667,73.33041617897383,324052.12324078154,11.865713231585616,8.102424836342616,34.567231510440465,8.189298053369722,110.36859440531173,1.6494789640559402,1.0,1.0,15.50283406054018,36.31552890798874,5.1296804335391935,1053.8374788357032,-1,0
25760,8080,6,156.17081473889414,120941.33030961711,92.49935635305502,95.0925525588852,91.82046516242278,23407.262819636686,135.7587907763661,43.9873375475601,23.344447568011013,17.892109434614156,7.31198352376168,3.9685189942445205,1.0498843177355501,1.0,0.6075916604541042,3.4986153302770324,6.803366260104566,2735.126325971033,-1,1
28994,22937,6,36.25529134550669,4191.146106974459,357.979964205888,1420.3412526251907,152.91110356412338,729520.2575971591,0.4910142848785173,151.36186058977643,27.392443703190345,3.1988483644447325,71.41337365393782,2.4344307880582865,1.0,1.9243900776870992,18.772155106236802,0.2938216744241183,4.151444596179815,35447.11398383677,-1,0
14638,1745,6,15.885918117133107,104629.87773243956,578.3255868698834,142.32261569393464,5.0585409692390755,207893.11725068407,1.9747324944518003,604.8655135623405,32.12345026530415,15.110887292720456,234.3118474947379,0.463848752054481,4.260907741508982,1.5085397736292503,0.1913755754131671,2.1081691475977196,4.056859292663699,34174.44291422347,-1,0
2248,45218,6,6.184273739011351,6180.752334332084,469.74928587806323,3246.924447819775,40.44333751953832,526773.2315543966,0.01306817122972995,40.52176335747207,0.4810539995375877,5.28990395507769,4.966465273216138,0.6691406835209731,2.096174433893378,1.6357290202589991,23.865615101620644,0.10489139315437893,5.393579494375944,28664.775398173904,-1,0
22790,63444,17,38.70584227401565,148922.10629372948,542.8852357642832,21884.696099202825,208.32893117886002,609024.7958293135,32.11713943769677,210.40840557427933,31.43883241490385,0.22030742100155795,11.080455873689388,1.1601337343529723,2.209704107668523,5.094622234957259,42.34490893628136,32.03637553528875,3.266308345057347,37531.398661734056,-1,0
32641,80,17,24.324961887594075,41515.055205574776,637.2466387303931,1603.916951053106,91.4523472120783,1166702.5989992563,13.668831078764182,108.2527239219897,14.525350830915396,2.136052598753707,217.8564458187997,1.2304808255675688,1.0,1.0,5.591414607997295,1.4986491537086724,4.292215017551952,37763.8812139954,-1,0
51765,13887,6,102.43099541950079,34093.69095460863,289.41588460717384,5205.538089676505,38.988867089122365,200266.97312531073,1.0974050929969386,110.21814794402871,169.3118329172126,2.833271875601333,132.44606236653883,1.04473936343811,3.2073437485167364,14.700547639300577,2.880779396481347,0.8491688360009721,4.656081280229744,9992.703953841274,-1,0
29369,31982,17,32.41512079539874,168193.8531160861,575.7069694390702,3410.285003271473,49.86519597408714,172524.6718911448,9.596819683017024,641.9768365249362,52.292064362794434,4.49225330825414,62.88636537953251,0.08549589682440577,1.0816349978582547,4.906017070551127,3.9910050023903336,3.4950341252175314,4.476047711575125,39419.75010566384,-1,0
23539,15999,1,42.7944068461599,162201.86458841243,514.527559610358,775.0858444974035,149.544341810643,332704.41924547864,1.3407099836808858,152.43237305093382,13.79166874771594,6.333962676157351,30.84475805028264,0.5719985210939466,4.567933217331384,4.502289296072954,5.445818025400202,40.47590277980924,7.482825616254048,51352.23971262615,-1,0
17357,443,6,13.303260935144934,128680.91228652193,501.05255975933784,372.74909354069433,81.7510505824064,1169082.6971916666,12.09704551963247,68.4559881264997,3.211992012634487,2.601432868419998,118.84983688943412,0.2051206846276134,1.4983671686499105,6.3968704533158585,1.3559536709820728,12.698333721269059,4.612870572230535,32328.640998760417,-1,0
39899,22470,6,59.413362125716574,3616.5509633975844,553.2552032338398,11795.05802537764,1.0,350283.2521407349,51.22162102379132,13.249756910080476,7.318969673010821,0.9516887626598698,129.1864281501512,0.00048725475351113284,1.0,10.222881597412872,5.454589848297669,4.692531220027459,6.910370608526338,60669.19882349372,-1,0
6800,23621,1,35.78677271725797,84158.70185296926,320.1944136900159,1213.8424391430096,883.9008043712025,1149132.9965991618,31.404464989898138,14.832097905895884,13.988947065898131,4.211575955461051,50.56485168547744,0.4263289605199321,2.9847905098225844,1.0,10.317216816952648,4.2326318082981915,3.8769531071188403,3277.3452265582437,-1,1
4154,3936,6,117.603605243476,90003.24479232835,514.2297249192375,241.78156604431211,46.60475254343243,570793.7591526712,11.58291311201163,54.591011817395994,50.03898179052539,7.851174675988636,30.555023041629326,0.9195370131018513,5.605285402231533,4.592872128081222,39.2566475202282,30.577416696778034,5.648043822128179,42090.007500264786,-1,0
20596,80,6,5.4622722021556855,7347.8820836857185,589.6709624594982,544.1771021090103,1.0,441397.8558393274,9.40242752567164,54.84680031628226,135.173267112573,4.592295780482824,3.874536552352723,1.1532265126118666,2.5443343125703866,6.901561090829725,25.60804696966848,8.72161610843901,5.703531364866299,26187.0884827563,-1,0
32629,15652,6,141.03631402699835,15876.134586918384,243.09543504610525,1158.5684855903612,52.187447187798064,17612.629357405203,9.238142788614946,173.24191324274975,53.23826184042889,2.084515115623717,68.17642301197957,1.6258478028747494,1.0,1.0,18.586391625316047,14.391922863925897,4.89675481904816,22788.298084631213,-1,0
11533,36820,6,124.59664042235666,25801.606871855154,50.111375621006005,995.8352788169763,65.90073175022705,506863.4014174139,17.53448692176522,547.0318600098112,9.6120179066542,0.028085312504075415,18.928862252423762,1.3973639128431468,10.844261890831136,1.0,0.09590243825191988,35.05169472398719,3.3696537146396675,24703.29973919423,-1,0
47649,45061,1,26.533885408736502,47625.80955925515,572.9951448347049,1245.5080815294664,59.658529940050336,257870.38693324765,2.04487118992878,615.3468384495194,19.175070885448118,15.019738954972834,5.3440703571146875,0.7440759646768544,2.913344369891202,10.602665164612306,29.391640872932033,23.85286865211406,5.032643373461734,20420.02535600101,-1,0
2930,41672,6,3.793915619008482,56170.95448089047,776.9394711593386,1400.4673659966288,23.354817408029792,258328.7380812343,3.4306926046356034,581.8096393048455,2.952371246164824,11.026629941894301,115.25581560222984,1.4818097197436506,1.0,2.24784078617152,11.435339416137317,12.360668651486982,4.725570757061477,59961.06103733658,-1,0
33020,8654,6,14.558254678433329,196337.3234545253,776.3242578715542,1021.6332369780758,157.71608056731475,2320857.626966351,147.24924766092147,91.55728262149432,15.596955197909184,40.16591571645946,122.37082415828215,7.752978498306062,1.0,1.1353994692717317,0.9391644023499617,4.019376201467039,3.208066974690067,0.0,8,1
35751,443,6,13.86817103124087,4666.325957747836,508.8986435260822,10474.090271260084,6.752808380130339,53072.39635058909,3.2160147968435697,715.0309864617284,4.808139138456508,7.36316134345598,40.13457254121823,0.10472630029919315,3.9103167870622393,1.0,43.24437794507443,4.441046706241942,4.346605965542194,12902.796547643204,-1,0
14792,34243,6,31.5352891359503,10439.342873144602,471.45643863006956,4263.000157286201,11.660450803652386,255602.7384227109,13.819586975808436,39.16021391742955,5.718310217928924,4.1877687441857505,107.93250894417186,1.4544410485955253,1.0,2.0879088199175833,63.87957115210119,2.9908328909150255,4.887458964580499,32241.54868934826,-1,0
11877,49969,6,9.935690068198374,42937.307932480384,670.5319575407691,12090.703982562989,1.0,361248.25880687224,12.77797116612205,275.12400518571485,39.01399205336232,0.08656827686370856,64.80888161680194,0.941580917467479,1.0,5.482390036495128,75.65139409239778,0.05670939975780215,3.480576320906673,52528.86210634833,-1,0
18259,3779,17,11.874860553382351,82666.5183222421,314.3888094222166,5119.2460987477725,171.15502211883413,478791.5064063523,19.315840810627257,88.19664809079597,47.911199611544234,0.38359439480064905,22.340885231346316,0.6776582192036512,1.0,5.052031532853545,26.4489229389829,24.897766010669173,5.337018169800407,20297.08682230199,-1,0
39048,25,6,30.621915060213865,9284.721099086446,208.56733371497683,1220.9475603337385,62.9789616551834,598186.1455187099,0.11380899915122386,96.9167185961604,8.536041079603386,3.602419389606987,10.985053342868149,0.694853444326072,1.0732853862799103,16.56718180315616,39.937436144529435,13.835196860478897,4.52792276517997,14806.107141062646,-1,0
42024,9983,6,208.7815066354172,33336.449205684105,808.6999719431137,7325.460916661863,4.217398687277446,310684.8122129512,9.41777232931355,223.73875166915474,12.739361345345545,4.246625763199894,35.801426844244716,0.9590776063261021,1.7572947012791762,8.02324083624561,42.373163230243414,25.025393032564487,4.763346175959932,50905.31475998615,-1,0
5329,443,17,61.55165461666593,37666.459764495754,581.6846818639781,1563.9175521294394,17.37315328634751,236182.73685529546,11.601391256435,109.69898012255473,1.4146826899236717,0.7193446106718605,92.43459462801756,0.17962553273346177,5.102101852125458,3.045123213951761,22.88853915479663,8.85002360262211,2.299468648127393,17454.644559404034,-1,0
11682,27611,6,35.55684431472215,17815.11879446559,373.20404399429253,1115.7277531106586,116.3817744218222,757486.311179425,1.9166641380913472,36.98711390044531,40.83494639387513,9.329213086108656,27.97560873155301,0.38196636215315494,2.3187189457912263,1.0,37.599450866357614,2.6514755495007187,5.370203541466371,65535.0,-1,0
63429,20583,6,126.58969670328113,60631.1561305424,497.1889087499473,1599.991070744403,57.18757957981127,1692434.907567628,1.2889078811711245,568.3719995939945,52.717405658964,9.570739088381423,258.20933731792576,0.6831308623344526,1.0,7.803032225082286,2.479928080434057,36.56280085638514,6.846034090272416,28220.853853240835,-1,0
33802,80,17,30.046816033442152,173370.19113515268,693.0422373185668,2290.5937778804405,92.10047575675756,737661.015765301,0.31050367035367393,2.686631063957194,36.96361855770509,6.435385561889367,28.808268504100866,0.9065919326202758,1.071652052924866,3.4794076364133373,6.966484049115641,7.016546420813377,4.086428757719597,19441.454417777306,-1,0
12749,53,6,12.152775676144776,3163.206091924948,406.7445047849824,550.4592670176226,37.23930318348189,885176.6874379194,0.7020820900245002,92.70114424471485,17.703046262539427,0.7186974777008728,59.93308955088128,0.20227274366224723,5.507094961093552,1.1185092676782005,4.000934632653507,1.6351289643914122,4.271574634813888,13455.737059005467,-1,0
56873,37847,6,36.86721869435384,10365.732088764671,213.46324735837686,3173.903833125439,42.042344232117685,414926.0551125944,0.378489298843325,131.95304350794083,37.33655979279483,0.7672312549777487,148.13736308804647,1.299106964079682,1.1324919223910848,6.281063077476313,11.26550006600062,36.49661742364541,4.497769787426826,32105.80159002741,-1,0
53590,43277,17,32.18949013397152,40949.55065427939,572.4589147045481,8157.633771419498,182.55461922487143,569867.8017180525,4.051503080751261,48.84298441279633,21.869538982794715,5.50840503976564,257.61965567679584,2.6341434127766976,2.9507617530930803,7.378706043147751,29.056241463116216,11.012209634638515,2.3912810854029662,53618.257839753525,-1,0
18367,25,17,16.47752949905365,12808.398571473555,582.8771456216996,193.5619067604924,5.744373622338621,1290421.5475423923,3.4080466768280693,112.19692615205281,40.91126717090064,1.0699049482255027,96.75380255031165,3.2146619532767713,4.9119161181344975,1.0,13.008198653646339,9.699932283534315,4.2034743245832455,65535.0,-1,0
3442,21452,6,14.833699723800095,2478.305818629577,306.1786940857452,5250.4609174595025,14.717728329675403,29467.728118022238,7.904566376718259,800.5728510694178,26.83430908765011,7.451174902181645,192.64972078916998,0.3589472109434745,1.0,1.2231193797376974,12.422768847453993,6.720660333678002,7.587503533264973,36923.340178488026,-1,0
61082,31043,6,104.78966312162916,5429.091067975529,290.2290663364877,4269.634028930621,69.83886874572346,56507.648281765025,4.231849953933576,242.68328832591538,69.10006956973456,5.550113595309427,19.701647514873734,1.0189469351243994,3.77962894865015,1.131543540798135,43.27044678960289,5.513056172149361,6.478642762721636,4486.642223949188,-1,0
56317,80,6,55.94515834610213,125832.40657303558,483.5352944267398,1589.8772603208438,109.22341136356107,345032.9667311369,6.386939657932331,118.36903905016065,78.35054220398523,0.503563583249499,14.2501672794691,0.5325089987916605,4.051976532586494,1.0,21.501281898153927,55.73723953274661,6.510605986779821,19743.376314861227,-1,0
64419,1402,6,2.815170854650313,21058.057474801943,199.20697368280491,1647.591995838347,5.850503872583602,216902.03001391247,10.012461552394978,309.83220876205274,26.96576386908093,3.7147094774216454,211.71117789922883,0.21137010944045348,1.479819863624804,1.5023172847292083,33.6471101658382,2.2497676467403034,4.401132805115476,24061.04037511782,-1,0
